reach_time,algo_time,percentage
2.1335,246.7675,0.0086
4.8758,505.1201,0.0097
31.8082,793.5410,0.0401
76.4729,1103.6912,0.0693
130.0536,1424.5059,0.0913
185.6311,1743.5503,0.1065
253.3252,2073.0227,0.1222
323.4971,2411.3258,0.1342
396.8171,2749.7977,0.1443
471.4606,3088.7253,0.1526
546.1205,3431.3133,0.1592
622.3727,3771.0259,0.1650
700.1009,4111.3581,0.1703
778.0469,4453.6898,0.1747
861.1416,4804.4488,0.1792
944.3520,5153.9298,0.1832
1028.3655,5502.1933,0.1869
1114.1264,5852.9090,0.1904
1202.1085,6206.9626,0.1937
1290.9831,6562.6926,0.1967
1379.9580,6919.8991,0.1994
1469.3746,7272.8527,0.2020
1559.3666,7627.7302,0.2044
1648.9678,7983.4412,0.2065
1738.6767,8341.0444,0.2084
1828.1121,8695.7643,0.2102
1917.9409,9048.8534,0.2120
2008.4056,9407.2518,0.2135
2099.1610,9764.0359,0.2150
2189.4805,10120.6968,0.2163
2280.7217,10478.5745,0.2177
2371.4380,10836.9470,0.2188
2466.7036,11196.7417,0.2203
2561.4101,11559.6780,0.2216
2656.7287,11922.4532,0.2228
2752.5834,12284.4718,0.2241
2848.8620,12644.0525,0.2253
2944.6408,13008.9556,0.2264
3040.9080,13372.0984,0.2274
3136.5174,13734.3574,0.2284
3233.0936,14096.3179,0.2294
3330.1910,14461.4976,0.2303
3427.2488,14821.2710,0.2312
3524.1263,15186.6381,0.2321
3622.3564,15556.3903,0.2329
3720.9442,15928.6890,0.2336
3819.3534,16299.7576,0.2343
3917.7285,16672.3481,0.2350
4016.5722,17044.6071,0.2357
4115.6782,17415.0763,0.2363
4215.8382,17789.1933,0.2370
4317.1426,18164.0334,0.2377
4418.9386,18535.6827,0.2384
4521.2767,18908.8430,0.2391
4623.3401,19283.1538,0.2398
4725.3468,19656.5247,0.2404
4827.8982,20032.9619,0.2410
4930.6718,20411.2992,0.2416
5033.3585,20787.2280,0.2421
5135.6071,21163.1128,0.2427
5238.8105,21532.5949,0.2433
5342.0295,21907.3592,0.2438
5446.0073,22284.0585,0.2444
5548.9400,22661.8030,0.2449
5652.3500,23035.5429,0.2454
5756.5218,23410.3791,0.2459
5861.0047,23786.8788,0.2464
5964.7711,24161.0537,0.2469
6069.4102,24536.2750,0.2474
6174.3791,24913.0392,0.2478
6279.0585,25289.6117,0.2483
6383.3595,25666.1203,0.2487
6487.4750,26041.0289,0.2491
6592.1266,26414.7399,0.2496
6696.2093,26791.2024,0.2499
6800.8461,27165.7965,0.2503
6906.2141,27542.1760,0.2508
7011.0023,27916.7416,0.2511
7115.7403,28292.1187,0.2515
7220.0501,28666.7894,0.2519
7324.9674,29041.4585,0.2522
7429.7586,29417.5719,0.2526
7533.9600,29793.3560,0.2529
7638.4545,30171.3172,0.2532
7743.2297,30544.5609,0.2535
7847.3114,30922.5097,0.2538
7953.1363,31302.0253,0.2541
8059.1589,31681.7248,0.2544
8164.0204,32058.7587,0.2547
8269.1529,32438.0260,0.2549
8374.7188,32815.0827,0.2552
8480.4859,33191.2793,0.2555
8586.7734,33566.2156,0.2558
8693.5314,33944.8416,0.2561
8800.8656,34324.0172,0.2564
8908.2037,34705.0729,0.2567
9015.3010,35082.6248,0.2570
9122.0172,35460.6662,0.2572
9229.4519,35838.5068,0.2575
9336.8865,35838.5984,0.2605
