reach_time,algo_time,percentage
2.1069,318.0615,0.0066
8.3895,650.4209,0.0129
17.5306,986.9972,0.0178
32.0602,1325.9036,0.0242
48.6550,1673.1527,0.0291
68.1540,2020.5684,0.0337
92.9681,2376.8785,0.0391
123.8146,2736.9980,0.0452
157.6050,3111.7158,0.0506
193.4159,3494.8886,0.0553
232.7685,3880.0772,0.0600
271.3398,4258.8617,0.0637
312.2582,4635.7990,0.0674
353.1180,5004.3831,0.0706
396.9503,5389.7084,0.0736
441.1832,5772.0404,0.0764
487.2956,6151.9920,0.0792
531.5897,6527.4956,0.0814
577.7779,6907.6700,0.0836
626.0159,7288.7358,0.0859
674.7019,7666.4556,0.0880
725.0423,8048.5998,0.0901
774.5929,8429.2235,0.0919
824.6440,8811.6688,0.0936
875.7722,9200.0988,0.0952
927.2779,9574.8355,0.0968
979.7731,9954.0040,0.0984
1032.0696,10325.4384,0.1000
1086.0465,10701.7601,0.1015
1142.8176,11087.6074,0.1031
1204.4963,11473.5319,0.1050
1261.7005,11852.6427,0.1064
1317.5475,12234.6960,0.1077
1377.8492,12627.4509,0.1091
1440.3157,13016.9977,0.1106
1503.5556,13397.9474,0.1122
1565.2533,13782.1736,0.1136
1628.8781,14168.8081,0.1150
1691.0399,14555.1147,0.1162
1753.1509,14941.4480,0.1173
1818.0117,15329.1901,0.1186
1882.3675,15726.7007,0.1197
1947.4204,16113.6155,0.1209
2012.6373,16506.0778,0.1219
2077.6933,16899.5740,0.1229
2143.6703,17295.6832,0.1239
2210.2066,17689.0152,0.1249
2279.3521,18086.8674,0.1260
2346.9340,18484.3579,0.1270
2416.9672,18889.1409,0.1280
2483.1653,19283.7737,0.1288
2552.3085,19677.0264,0.1297
2622.7810,20077.9231,0.1306
2694.7046,20483.6190,0.1316
2765.5479,20884.9025,0.1324
2835.1059,21287.0385,0.1332
2902.8648,21690.0711,0.1338
2975.8806,22094.2376,0.1347
3049.2814,22498.7415,0.1355
3119.6534,22896.8903,0.1362
3191.5486,23294.7872,0.1370
3263.3338,23698.4306,0.1377
3333.3937,24097.0132,0.1383
3405.6850,24504.2315,0.1390
3477.1367,24906.3673,0.1396
3549.2579,25305.8546,0.1403
3625.5738,25714.8016,0.1410
3698.6619,26116.6085,0.1416
3772.2605,26516.9300,0.1423
3847.9610,26923.0059,0.1429
3924.1513,27326.1206,0.1436
4001.0157,27726.3160,0.1443
4076.7058,28133.1913,0.1449
4152.4021,28539.3868,0.1455
4227.9567,28945.9290,0.1461
4304.8177,29350.3293,0.1467
4380.6982,29756.2662,0.1472
4454.0629,30158.9157,0.1477
4527.6321,30562.9643,0.1481
4603.0974,30969.7363,0.1486
4677.5479,31378.8928,0.1491
4755.5620,31791.9983,0.1496
4833.1338,32200.7478,0.1501
4910.6170,32611.6418,0.1506
4987.0201,33015.1960,0.1511
5064.7889,33424.3295,0.1515
5140.9348,33831.1209,0.1520
5218.4825,34242.5115,0.1524
5293.9628,34652.3786,0.1528
5371.4844,35061.8399,0.1532
5447.8963,35476.2580,0.1536
5523.8199,35884.7718,0.1539
5603.5478,36299.6708,0.1544
5680.1773,36710.3742,0.1547
5758.8717,37116.9481,0.1552
5837.2374,37527.4985,0.1555
5915.9556,37938.1439,0.1559
5994.6607,38353.3084,0.1563
6070.3021,38757.4912,0.1566
6145.9435,38758.1883,0.1586
