reach_time,algo_time,percentage
2.0432,318.5980,0.0064
5.2334,649.0350,0.0081
10.3957,985.9634,0.0105
18.6180,1328.5943,0.0140
29.3610,1666.9418,0.0176
45.6824,2015.6960,0.0227
62.8585,2362.9106,0.0266
83.5599,2714.7908,0.0308
110.7230,3078.6593,0.0360
139.8244,3432.7241,0.0407
172.5949,3797.9574,0.0454
206.2577,4163.6175,0.0495
240.7792,4530.7114,0.0531
276.6038,4899.6326,0.0565
318.6100,5272.9272,0.0604
359.8433,5648.8357,0.0637
403.1568,6027.8819,0.0669
447.5233,6407.8082,0.0698
493.2655,6786.4669,0.0727
542.4703,7171.5441,0.0756
589.8002,7552.3820,0.0781
641.1434,7935.7025,0.0808
694.6476,8316.6287,0.0835
747.8262,8697.7335,0.0860
803.9103,9077.4678,0.0886
858.1965,9454.7430,0.0908
915.0613,9842.0459,0.0930
971.6466,10228.4413,0.0950
1028.4891,10612.3361,0.0969
1090.7709,11022.3716,0.0990
1152.7096,11424.6220,0.1009
1213.0096,11818.2077,0.1026
1273.4811,12213.6508,0.1043
1333.9535,12598.7320,0.1059
1396.0309,12987.4769,0.1075
1458.0805,13376.9496,0.1090
1523.2088,13769.6482,0.1106
1586.5767,14152.7920,0.1121
1650.9630,14537.4564,0.1136
1715.7789,14923.5819,0.1150
1780.8246,15310.5559,0.1163
1847.2401,15701.3076,0.1176
1910.8821,16086.0029,0.1188
1980.3581,16476.8572,0.1202
2048.3865,16864.1880,0.1215
2114.9625,17253.5225,0.1226
2182.3748,17637.8049,0.1237
2250.7537,18028.0205,0.1248
2319.3584,18417.4014,0.1259
2390.8279,18806.1814,0.1271
2459.0017,19196.5951,0.1281
2528.6469,19589.4707,0.1291
2599.4680,19982.8034,0.1301
2670.3014,20379.0808,0.1310
2742.7659,20773.0293,0.1320
2813.4415,21163.6977,0.1329
2884.0102,21551.3802,0.1338
2955.3387,21941.8157,0.1347
3026.6977,22335.1689,0.1355
3099.8483,22735.3563,0.1363
3172.9562,23132.8373,0.1372
3246.4249,23532.2939,0.1380
3319.5229,23930.5254,0.1387
3392.7315,24326.5744,0.1395
3466.7303,24729.5826,0.1402
3541.1491,25131.5824,0.1409
3616.3454,25530.6020,0.1416
3691.1974,25933.2562,0.1423
3766.5784,26332.6161,0.1430
3840.4314,26732.2634,0.1437
3914.2564,27133.4756,0.1443
3989.3629,27533.0075,0.1449
4065.5836,27934.5342,0.1455
4141.8740,28336.3031,0.1462
4217.7335,28737.4042,0.1468
4292.5789,29136.4951,0.1473
4368.2092,29537.9104,0.1479
4443.5691,29940.3567,0.1484
4519.0582,30338.2482,0.1490
4592.2640,30735.6535,0.1494
4668.7787,31138.2278,0.1499
4747.2604,31539.6120,0.1505
4824.7217,31941.5516,0.1510
4899.5511,32343.8607,0.1515
4974.0405,32744.1348,0.1519
5050.1903,33143.2219,0.1524
5126.4245,33543.9298,0.1528
5203.2570,33942.0811,0.1533
5278.4262,34343.9471,0.1537
5352.6680,34744.1602,0.1541
5428.1473,35147.9395,0.1544
5503.2564,35545.6907,0.1548
5578.2073,35947.7597,0.1552
5657.3394,36349.9663,0.1556
5736.4533,36754.0607,0.1561
5813.4183,37160.2361,0.1564
5887.8380,37558.1616,0.1568
5968.1703,37963.6366,0.1572
6047.2204,38367.2223,0.1576
6126.2705,38367.2039,0.1597
