reach_time,algo_time,percentage
2.2310,245.2904,0.0091
4.8053,502.8307,0.0096
18.3895,776.3249,0.0237
49.4865,1074.1128,0.0461
88.2272,1379.1023,0.0640
132.4444,1686.4009,0.0785
189.5719,2008.0748,0.0944
252.5456,2337.2681,0.1081
321.2757,2670.9543,0.1203
395.7500,3009.7854,0.1315
471.4035,3351.7700,0.1406
548.9319,3695.5807,0.1485
627.4388,4041.2206,0.1553
706.9545,4384.4095,0.1612
786.4633,4729.1281,0.1663
866.5187,5070.0591,0.1709
946.1864,5415.7895,0.1747
1027.4974,5760.4047,0.1784
1110.6709,6111.5635,0.1817
1193.4356,6460.3698,0.1847
1277.8450,6810.2843,0.1876
1363.2859,7165.2183,0.1903
1449.0469,7520.3962,0.1927
1534.9224,7871.6630,0.1950
1621.5390,8228.1650,0.1971
1707.9812,8584.9228,0.1990
1795.4544,8940.3848,0.2008
1884.4422,9295.5386,0.2027
1974.3669,9650.0253,0.2046
2064.0723,10004.8424,0.2063
2153.2824,10360.9818,0.2078
2242.7731,10721.2104,0.2092
2332.7904,11076.3723,0.2106
2422.5505,11430.4447,0.2119
2512.5873,11786.0409,0.2132
2602.4804,12144.5849,0.2143
2692.5004,12500.2488,0.2154
2782.4606,12858.2969,0.2164
2873.5646,13219.6973,0.2174
2963.4573,13578.9830,0.2182
3054.0624,13936.0228,0.2191
3144.5137,14296.3870,0.2200
3235.4791,14656.6514,0.2208
3326.4024,15018.8436,0.2215
3418.5354,15382.4549,0.2222
3510.6934,15746.0765,0.2230
3603.0280,16114.0068,0.2236
3695.1177,16480.2992,0.2242
3788.0755,16848.6838,0.2248
3882.0544,17214.0972,0.2255
3975.5232,17578.7887,0.2262
4069.3912,17946.5959,0.2268
4163.0614,18308.5296,0.2274
4256.5941,18675.7243,0.2279
4350.2399,19043.6503,0.2284
4443.8831,19404.7123,0.2290
4537.9854,19771.1900,0.2295
4632.4269,20136.8416,0.2300
4726.9777,20502.4045,0.2306
4821.0742,20865.2950,0.2311
4915.9346,21231.3919,0.2315
5011.5538,21601.5215,0.2320
5107.6233,21968.5449,0.2325
5203.9486,22337.3351,0.2330
5301.0576,22707.3897,0.2335
5400.6007,23081.0400,0.2340
5500.7915,23452.3058,0.2346
5600.3226,23821.6620,0.2351
5700.5180,24192.3288,0.2356
5800.8901,24564.8887,0.2361
5902.0911,24938.2703,0.2367
6003.3208,25310.9057,0.2372
6105.3055,25683.0672,0.2377
6207.6144,26059.2197,0.2382
6309.0944,26431.6843,0.2387
6411.2668,26806.2334,0.2392
6514.0320,27179.1996,0.2397
6616.6046,27554.1759,0.2401
6719.1413,27929.5003,0.2406
6821.0373,28304.0221,0.2410
6923.9100,28677.8096,0.2414
7026.2269,29051.7165,0.2419
7128.6073,29425.3993,0.2423
7231.2005,29799.9197,0.2427
7334.6037,30171.6669,0.2431
7438.3504,30548.9597,0.2435
7542.6518,30922.1287,0.2439
7646.4069,31293.1696,0.2443
7750.1403,31667.7120,0.2447
7854.1032,32043.2353,0.2451
7957.7260,32420.9074,0.2455
8062.1548,32797.2515,0.2458
8167.7361,33175.1719,0.2462
8272.4515,33550.6658,0.2466
8377.4765,33925.1861,0.2469
8482.6600,34304.6086,0.2473
8587.8131,34677.8467,0.2476
8692.7017,35055.5922,0.2480
8798.6974,35434.6253,0.2483
8904.6932,35434.7033,0.2513
