reach_time,algo_time,percentage
0.0001,117.5849,0.0000
0.0001,117.7011,0.0000
0.0001,117.7872,0.0000
0.0002,123.5715,0.0000
0.0002,123.6991,0.0000
0.0002,123.7999,0.0000
0.0002,123.8815,0.0000
0.0002,129.2842,0.0000
0.0003,129.3880,0.0000
0.0003,129.5468,0.0000
0.0003,134.8882,0.0000
0.0003,134.9873,0.0000
0.0003,135.1483,0.0000
0.0004,140.7824,0.0000
0.0004,140.8649,0.0000
0.0004,147.7793,0.0000
0.0004,147.8699,0.0000
0.0004,148.0457,0.0000
0.0004,153.7082,0.0000
0.0005,153.9106,0.0000
0.0005,153.9977,0.0000
0.0005,159.5963,0.0000
0.0005,159.6917,0.0000
0.0005,165.2912,0.0000
0.0006,165.4681,0.0000
0.0006,171.1227,0.0000
0.0006,171.2302,0.0000
0.0006,171.3158,0.0000
0.0006,171.4035,0.0000
0.0007,178.3597,0.0000
0.0007,178.4483,0.0000
0.0007,178.5351,0.0000
0.0007,184.1148,0.0000
0.0007,189.7844,0.0000
0.0008,195.4569,0.0000
0.0008,195.6738,0.0000
0.0008,195.7637,0.0000
0.0008,201.4170,0.0000
0.0008,201.6177,0.0000
0.0008,208.8138,0.0000
0.0009,208.9063,0.0000
0.0009,208.9969,0.0000
0.0009,209.0909,0.0000
0.0009,214.6040,0.0000
0.0009,214.9151,0.0000
0.0010,220.3407,0.0000
0.0010,220.4405,0.0000
0.0010,226.1441,0.0000
0.0010,226.4480,0.0000
0.0010,232.1399,0.0000
0.0011,232.2683,0.0000
0.0011,232.3679,0.0000
0.0011,232.4635,0.0000
0.0011,239.6138,0.0000
0.0011,245.4701,0.0000
0.0011,245.6726,0.0000
0.0012,251.0359,0.0000
0.0012,251.1503,0.0000
0.0012,257.0225,0.0000
0.0012,257.2212,0.0000
0.0012,257.3194,0.0000
0.0013,263.0111,0.0000
0.0013,263.2109,0.0000
0.0013,270.4756,0.0000
0.0013,270.6760,0.0000
0.0013,276.4949,0.0000
0.0013,276.5979,0.0000
0.0014,276.7054,0.0000
0.0014,282.1030,0.0000
0.0014,287.7110,0.0000
0.0014,293.7499,0.0000
0.0014,301.1569,0.0000
0.0014,301.2630,0.0000
0.0015,307.0752,0.0000
0.0015,307.4008,0.0000
0.0015,307.5085,0.0000
0.0015,307.6179,0.0000
0.0015,313.4991,0.0000
0.0016,313.6056,0.0000
0.0016,319.4154,0.0000
0.0016,319.5249,0.0000
0.0016,319.6343,0.0000
0.0016,325.7995,0.0000
0.0016,333.0847,0.0000
0.0017,333.1955,0.0000
0.0017,339.0479,0.0000
0.0017,345.1500,0.0000
0.0017,351.0029,0.0000
0.0017,351.1314,0.0000
0.0018,351.2455,0.0000
0.0018,351.3589,0.0000
0.0018,357.0126,0.0000
0.0018,357.1266,0.0000
0.0018,357.3530,0.0000
0.0018,364.4575,0.0000
0.0019,364.6848,0.0000
0.0019,370.6575,0.0000
0.0019,376.7047,0.0000
0.0019,382.6166,0.0000
0.0019,382.7325,0.0000
0.0020,382.8512,0.0000
0.0020,388.5824,0.0000
0.0020,388.8401,0.0000
0.0020,388.9603,0.0000
0.0020,396.0350,0.0000
0.0020,396.1583,0.0000
0.0021,402.1515,0.0000
0.0021,402.2787,0.0000
0.0021,407.8151,0.0000
0.0021,408.0556,0.0000
0.0021,413.9235,0.0000
0.0021,414.1662,0.0000
0.0022,419.9966,0.0000
0.0022,427.6051,0.0000
0.0022,427.7283,0.0000
0.0022,427.9720,0.0000
0.0022,433.6794,0.0000
0.0022,433.9362,0.0000
0.0023,439.6382,0.0000
0.0023,439.8882,0.0000
0.0023,445.7603,0.0000
0.0023,452.0318,0.0000
0.0023,452.2870,0.0000
0.0024,459.3223,0.0000
0.0024,459.5783,0.0000
0.0024,459.7143,0.0000
0.0024,465.8038,0.0000
0.0024,471.3176,0.0000
0.0024,471.4448,0.0000
0.0025,471.5726,0.0000
0.0025,471.7027,0.0000
0.0025,477.4281,0.0000
0.0025,477.8154,0.0000
0.0025,483.4391,0.0000
0.0026,490.9583,0.0000
0.0026,491.2243,0.0000
0.0026,496.9588,0.0000
0.0026,497.0908,0.0000
0.0026,497.3562,0.0000
0.0027,502.8459,0.0000
0.0027,502.9764,0.0000
0.0027,503.1115,0.0000
0.0027,508.6064,0.0000
0.0027,508.7559,0.0000
0.0028,509.0267,0.0000
0.0028,515.1723,0.0000
0.0028,522.4841,0.0000
0.0028,522.7571,0.0000
0.0028,528.8290,0.0000
0.0028,528.9653,0.0000
0.0029,534.7383,0.0000
0.0029,534.8773,0.0000
0.0029,540.8825,0.0000
0.0029,541.0218,0.0000
0.0029,546.8547,0.0000
0.0029,546.9911,0.0000
0.0030,547.1330,0.0000
0.0030,554.2747,0.0000
0.0030,554.5524,0.0000
0.0030,554.6946,0.0000
0.0030,560.3568,0.0000
0.0030,566.4038,0.0000
0.0031,566.5440,0.0000
0.0031,566.6968,0.0000
0.0031,566.8368,0.0000
0.0031,572.7128,0.0000
0.0031,586.6104,0.0000
0.0032,586.7574,0.0000
0.0032,586.8991,0.0000
0.0032,587.0431,0.0000
0.0032,592.9075,0.0000
0.0032,593.1982,0.0000
0.0032,598.9371,0.0000
0.0033,599.2301,0.0000
0.0033,605.1047,0.0000
0.0033,605.2520,0.0000
0.0033,605.3947,0.0000
0.0033,605.5445,0.0000
0.0033,611.3579,0.0000
0.0034,618.8671,0.0000
0.0034,619.0146,0.0000
0.0034,619.1667,0.0000
0.0034,619.3139,0.0000
0.0034,625.1337,0.0000
0.0034,631.1169,0.0000
0.0035,631.4124,0.0000
0.0035,631.5622,0.0000
0.0035,637.2675,0.0000
0.0035,637.4189,0.0000
0.0035,643.5533,0.0000
0.0036,651.4683,0.0000
0.0036,657.9310,0.0000
0.0036,663.8008,0.0000
0.0036,663.9681,0.0000
0.0036,664.1255,0.0000
0.0036,664.3023,0.0000
0.0037,669.9711,0.0000
0.0037,670.2900,0.0000
0.0037,670.4431,0.0000
0.0037,676.2599,0.0000
0.0037,676.4151,0.0000
0.0037,676.5722,0.0000
0.0038,683.7696,0.0000
0.0038,684.0791,0.0000
0.0038,690.1128,0.0000
0.0038,690.2714,0.0000
0.0038,696.5192,0.0000
0.0038,696.6761,0.0000
0.0039,702.3398,0.0000
0.0039,708.4708,0.0000
0.0039,716.2772,0.0000
0.0039,716.5913,0.0000
0.0039,722.6989,0.0000
0.0040,728.9552,0.0000
0.0040,734.9268,0.0000
0.0040,735.2426,0.0000
0.0040,735.4046,0.0000
0.0040,741.1263,0.0000
0.0040,749.0683,0.0000
0.0041,749.6077,0.0000
0.0041,755.6131,0.0000
0.0041,761.7104,0.0000
0.0041,761.8761,0.0000
0.0041,762.0380,0.0000
0.0041,767.7251,0.0000
0.0042,767.9013,0.0000
0.0042,768.0652,0.0000
0.0042,774.0304,0.0000
0.0042,781.4854,0.0000
0.0042,781.6564,0.0000
0.0043,781.8241,0.0000
0.0043,782.1193,0.0000
0.0043,788.0457,0.0000
0.0043,788.3114,0.0000
0.0043,794.2960,0.0000
0.0043,794.4712,0.0000
0.0044,806.4895,0.0000
0.0044,806.6605,0.0000
0.0044,807.0037,0.0000
0.0044,814.3355,0.0000
0.0044,820.7861,0.0000
0.0044,821.1375,0.0000
0.0045,821.5912,0.0000
0.0045,827.3786,0.0000
0.0045,827.7242,0.0000
0.0045,833.4707,0.0000
0.0045,833.9959,0.0000
0.0045,839.6422,0.0000
0.0046,839.8208,0.0000
0.0046,847.3122,0.0000
0.0046,847.4887,0.0000
0.0046,847.6692,0.0000
0.0046,853.7470,0.0000
0.0047,854.2774,0.0000
0.0047,866.4089,0.0000
0.0047,866.7727,0.0000
0.0047,872.7179,0.0000
0.0047,872.8588,0.0000
0.0047,872.9963,0.0000
0.0048,880.6077,0.0000
0.0048,880.9228,0.0000
0.0048,881.0632,0.0000
0.0048,881.1997,0.0000
0.0048,886.6646,0.0000
0.0048,886.8489,0.0000
0.0049,892.9254,0.0000
0.0049,893.1044,0.0000
0.0049,899.1393,0.0000
0.0049,905.9180,0.0000
0.0049,906.3406,0.0000
0.0049,913.9543,0.0000
0.0050,914.1408,0.0000
0.0050,920.4371,0.0000
0.0050,920.6240,0.0000
0.0050,926.2521,0.0000
0.0050,926.4343,0.0000
0.0050,926.8059,0.0000
0.0051,932.8161,0.0000
0.0051,933.0004,0.0000
0.0051,933.1444,0.0000
0.0051,933.5678,0.0000
0.0051,939.9789,0.0000
0.0052,947.6747,0.0000
0.0052,947.8196,0.0000
0.0052,947.9679,0.0000
0.0052,954.2945,0.0000
0.0052,954.4812,0.0000
0.0052,954.8517,0.0000
0.0053,961.2868,0.0000
0.0053,967.1471,0.0000
0.0053,967.6614,0.0000
0.0053,967.8570,0.0000
0.0053,973.8569,0.0000
0.0053,974.0532,0.0000
0.0054,974.2451,0.0000
0.0054,974.5348,0.0000
0.0054,974.6832,0.0000
0.0054,974.8282,0.0000
0.0054,982.2094,0.0000
0.0054,982.3576,0.0000
0.0055,988.7046,0.0000
0.0055,989.0862,0.0000
0.0055,995.0277,0.0000
0.0055,995.4777,0.0000
0.0055,1001.4613,0.0000
0.0056,1001.6105,0.0000
0.0056,1001.9568,0.0000
0.0056,1008.1709,0.0000
0.0056,1008.3668,0.0000
0.0056,1016.2022,0.0000
0.0056,1016.5494,0.0000
0.0057,1016.8493,0.0000
0.0057,1016.9998,0.0000
0.0057,1022.8248,0.0000
0.0057,1023.0198,0.0000
0.0057,1029.4515,0.0000
0.0057,1029.6008,0.0000
0.0058,1029.7496,0.0000
0.0058,1035.8414,0.0000
0.0058,1035.9941,0.0000
0.0058,1036.1457,0.0000
0.0058,1036.2955,0.0000
0.0058,1041.8932,0.0000
0.0059,1042.0883,0.0000
0.0059,1042.2860,0.0000
0.0059,1042.4374,0.0000
0.0059,1042.7492,0.0000
0.0059,1050.5575,0.0000
0.0059,1056.6264,0.0000
0.0060,1056.8250,0.0000
0.0060,1057.3262,0.0000
0.0060,1057.4840,0.0000
0.0060,1063.2679,0.0000
0.0060,1069.8907,0.0000
0.0061,1070.0932,0.0000
0.0061,1076.0187,0.0000
0.0061,1076.2170,0.0000
0.0061,1083.9223,0.0000
0.0061,1084.3133,0.0000
0.0061,1084.5148,0.0000
0.0062,1090.2784,0.0000
0.0062,1090.5836,0.0000
0.0062,1097.2341,0.0000
0.0062,1103.1143,0.0000
0.0062,1103.3176,0.0000
0.0062,1103.5175,0.0000
0.0063,1103.6736,0.0000
0.0063,1103.8298,0.0000
0.0063,1109.8242,0.0000
0.0063,1110.2320,0.0000
0.0063,1117.7228,0.0000
0.0064,1117.9277,0.0000
0.0064,1124.1905,0.0000
0.0064,1136.6826,0.0000
0.0064,1136.9067,0.0000
0.0064,1137.1126,0.0000
0.0064,1137.3218,0.0000
0.0065,1143.2814,0.0000
0.0065,1143.9654,0.0000
0.0065,1152.0375,0.0000
0.0065,1152.1978,0.0000
0.0065,1158.1422,0.0000
0.0065,1158.7616,0.0000
0.0066,1164.7950,0.0000
0.0066,1165.0008,0.0000
0.0066,1171.0985,0.0000
0.0066,1177.3649,0.0000
0.0066,1177.5757,0.0000
0.0067,1177.7822,0.0000
0.0067,1185.4160,0.0000
0.0067,1185.6266,0.0000
0.0067,1186.0477,0.0000
0.0067,1191.4688,0.0000
0.0067,1191.6827,0.0000
0.0068,1191.8952,0.0000
0.0068,1198.0250,0.0000
0.0068,1204.2589,0.0000
0.0068,1204.4755,0.0000
0.0068,1204.6408,0.0000
0.0068,1204.8553,0.0000
0.0069,1205.0684,0.0000
0.0069,1205.2348,0.0000
0.0069,1211.5273,0.0000
0.0069,1219.2974,0.0000
0.0069,1219.5211,0.0000
0.0070,1219.9460,0.0000
0.0070,1232.1412,0.0000
0.0070,1232.3604,0.0000
0.0070,1232.5415,0.0000
0.0070,1232.8723,0.0000
0.0070,1233.0383,0.0000
