reach_time,algo_time,percentage
2.2238,232.5119,0.0096
8.5193,477.6575,0.0178
15.5476,724.1379,0.0215
26.6979,979.0996,0.0273
50.2723,1247.8086,0.0403
84.8277,1527.0933,0.0555
130.6017,1819.1505,0.0718
192.4326,2124.1118,0.0906
266.0571,2442.9931,0.1089
356.4396,2779.9741,0.1282
468.2811,3140.9882,0.1491
607.3549,3531.4402,0.1720
773.4213,3946.7328,0.1960
965.2561,4389.8777,0.2199
1185.2443,4861.0421,0.2438
1449.1537,5377.3192,0.2695
1733.5057,5911.5732,0.2932
2067.0391,6497.6891,0.3181
2436.3147,7123.9713,0.3420
2833.1346,7770.1144,0.3646
3281.2773,8470.6147,0.3874
3751.6726,9191.7324,0.4082
4246.0985,9940.2848,0.4272
4767.1909,10712.6547,0.4450
5322.5620,11519.7882,0.4620
5917.8875,12367.5036,0.4785
6541.1754,13242.1587,0.4940
7197.1030,14149.6959,0.5086
7891.2908,15098.9464,0.5226
8620.8366,16081.9478,0.5361
9374.4329,17086.7386,0.5486
10170.6442,18138.6672,0.5607
10977.8689,19200.1220,0.5718
11801.9617,20280.9564,0.5819
12657.5285,21389.7238,0.5918
13531.0872,22515.0983,0.6010
14430.9306,23667.0220,0.6097
15338.5242,24828.4280,0.6178
16284.5745,26028.0588,0.6257
17249.5421,27244.9732,0.6331
18236.5285,28488.7401,0.6401
19228.6893,29737.8278,0.6466
20250.5349,31015.3507,0.6529
21285.9587,32309.7615,0.6588
22336.4551,33616.4314,0.6645
23398.2851,34936.7688,0.6697
24474.1402,36268.6650,0.6748
25566.4326,37619.0690,0.6796
26693.8687,39002.7292,0.6844
27832.1375,40399.3644,0.6889
28995.3273,41818.7260,0.6934
30197.7476,43274.8679,0.6978
31443.1073,44772.8803,0.7023
32704.0375,46286.8501,0.7066
33988.7847,47828.8507,0.7106
35302.7645,49399.2022,0.7146
36657.3702,51006.8880,0.7187
38035.6699,52641.0755,0.7225
39446.0477,54303.8848,0.7264
40883.3869,55997.2248,0.7301
42336.4757,57703.2994,0.7337
43798.0671,59419.2018,0.7371
45291.0843,61169.0346,0.7404
46823.0611,62954.1156,0.7438
48375.8851,64761.6374,0.7470
49947.3491,66587.6756,0.7501
51545.6921,68442.2472,0.7531
53154.5005,70309.5723,0.7560
54773.5886,72182.0960,0.7588
56427.8503,74091.6125,0.7616
58101.6057,76020.0813,0.7643
59816.0212,77990.6536,0.7670
61555.6613,79985.0851,0.7696
63315.0678,81998.5773,0.7721
65094.5742,84035.9665,0.7746
66909.4022,86104.8218,0.7771
68760.0118,88210.1158,0.7795
70649.3601,90353.7114,0.7819
72561.7946,92520.4659,0.7843
74525.0393,94735.4677,0.7867
76497.8038,96964.9707,0.7889
78524.4628,99247.4290,0.7912
80610.7321,101589.8284,0.7935
82720.2442,103951.7835,0.7958
84850.6007,106340.0131,0.7979
86999.9709,108744.5971,0.8000
89201.7216,111205.0550,0.8021
91401.0540,113654.9343,0.8042
93619.3126,116130.3718,0.8062
95872.3136,118641.0908,0.8081
98149.3356,121172.1919,0.8100
100461.4094,123742.5618,0.8119
102786.3946,126323.1421,0.8137
105119.2692,128906.2836,0.8155
107462.7628,131504.5886,0.8172
109813.7633,134110.8830,0.8188
112182.5494,136732.5965,0.8205
114584.4690,139389.0160,0.8220
117008.7084,142066.9403,0.8236
119432.9478,142067.0678,0.8407
