reach_time,algo_time,percentage
2.4054,357.2975,0.0067
5.7676,725.0866,0.0080
19.2185,1104.6571,0.0174
68.3553,1518.9576,0.0450
120.9595,1940.3885,0.0623
178.0884,2369.4954,0.0752
239.0078,2803.4546,0.0853
303.3190,3239.4449,0.0936
368.4330,3674.1671,0.1003
434.0665,4104.4935,0.1058
503.0559,4546.9285,0.1106
573.0076,4983.8237,0.1150
642.7974,5418.2733,0.1186
714.4184,5856.2115,0.1220
787.6744,6295.9024,0.1251
861.8847,6740.0649,0.1279
937.9334,7186.1240,0.1305
1014.4278,7629.6313,0.1330
1091.8192,8075.8119,0.1352
1169.2919,8521.3539,0.1372
1251.4567,8974.1862,0.1395
1331.2082,9422.5098,0.1413
1413.1184,9878.7438,0.1430
1495.0244,10331.1241,0.1447
1576.9089,10790.4429,0.1461
1661.6251,11245.6073,0.1478
1747.5942,11701.7727,0.1493
1839.3424,12163.7006,0.1512
1930.8714,12624.6380,0.1529
2023.1686,13084.4460,0.1546
2117.1709,13553.9081,0.1562
2210.2399,14017.4641,0.1577
2304.5163,14481.1345,0.1591
2398.0447,14946.4469,0.1604
2493.4443,15413.8194,0.1618
2589.6906,15886.2303,0.1630
2686.8367,16351.8132,0.1643
2785.1963,16824.4452,0.1655
2883.3188,17294.3987,0.1667
2981.0308,17765.3814,0.1678
3085.4968,18245.2845,0.1691
3191.3835,18725.3771,0.1704
3296.8442,19204.5068,0.1717
3403.8184,19683.5390,0.1729
3509.0307,20162.6780,0.1740
3616.5550,20647.5557,0.1752
3724.5204,21132.8628,0.1762
3831.1135,21612.1080,0.1773
3938.0540,22091.7151,0.1783
4046.1631,22577.9743,0.1792
4153.4979,23059.3443,0.1801
4263.2819,23541.8640,0.1811
4372.3465,24023.3272,0.1820
4483.4519,24508.2251,0.1829
4595.3358,24996.1398,0.1838
4709.3986,25482.9579,0.1848
4823.4472,25970.9455,0.1857
4938.8349,26461.1990,0.1866
5051.4270,26948.0016,0.1875
5170.4281,27442.6731,0.1884
5291.1775,27936.7696,0.1894
5413.2234,28438.5340,0.1903
5536.6581,28939.6708,0.1913
5662.4727,29438.0705,0.1924
5785.7155,29936.4409,0.1933
5911.8022,30437.2020,0.1942
6037.4687,30935.7840,0.1952
6163.7596,31438.7501,0.1961
6290.6721,31944.9629,0.1969
6417.4503,32449.5471,0.1978
6543.4369,32950.4113,0.1986
6672.8232,33457.4503,0.1994
6801.8099,33962.1677,0.2003
6928.5634,34465.5137,0.2010
7054.3843,34971.6114,0.2017
7182.8286,35482.1670,0.2024
7257.8379,35865.8552,0.2024
7333.0337,36211.8455,0.2025
7408.5210,36558.3185,0.2026
7484.8821,36906.1154,0.2028
7561.2861,37250.9628,0.2030
7637.9830,37597.0305,0.2032
7715.3692,37944.5622,0.2033
7794.1421,38292.7107,0.2035
7872.7625,38638.2218,0.2038
7952.3689,38988.1733,0.2040
8031.6893,39339.8309,0.2042
8110.8687,39685.8981,0.2044
8190.6094,40030.6609,0.2046
8272.0137,40381.1954,0.2048
8353.4074,40732.2604,0.2051
8435.3240,41086.1360,0.2053
8517.4191,41442.1638,0.2055
8599.9008,41795.9436,0.2058
8683.0836,42145.3780,0.2060
8766.3884,42501.7108,0.2063
8849.0949,42852.7878,0.2065
8934.1049,43206.9567,0.2068
9018.9083,43560.3514,0.2070
9103.7118,43560.5123,0.2090
