algo_time
20.5338
44.6079
68.0627
91.9106
116.1947
140.5811
163.9195
188.4482
213.2135
237.0173
261.9599
286.9009
311.1533
335.7318
360.5011
385.4775
410.4995
435.8666
461.5441
486.8672
511.3623
536.9601
562.4912
587.9426
614.1758
639.7424
665.4154
690.9984
717.2316
742.5693
768.8974
795.0914
820.8383
847.2852
873.6052
900.0261
925.4033
951.0116
976.7290
1002.7063
1028.5724
1054.0470
1078.1906
1106.5080
1143.6605
1181.1391
1218.7856
1254.0577
1290.4674
1326.2165
1361.2759
1397.0593
1432.7328
1469.4287
1506.2732
1542.2771
1578.4108
1613.7578
1649.9016
1685.2551
1722.2258
1758.3683
1793.4943
1828.4108
1863.7081
1898.9566
1934.3603
1969.2301
2004.6774
2039.1257
2073.9601
2110.0014
2146.0199
2181.3626
2215.1866
2250.7170
2285.2201
2319.8712
2354.0131
2388.5786
2422.9418
2456.9351
2490.1726
2525.3167
2560.3543
2593.9897
2628.4743
2664.0332
2697.2559
2731.5368
2766.2866
2800.1925
2833.4232
2868.8930
2902.2955
2936.9366
2971.4791
3006.0819
3040.8150
3073.8421
3107.7401
3141.8292
3174.9781
3208.3197
3242.7810
3277.7015
3312.1218
3346.3060
3379.9979
3413.4598
3447.2009
3480.0079
3513.3274
3546.9555
3580.1362
3613.2273
3647.5500
3680.0332
3713.6768
3745.8646
3779.3696
3812.8239
3846.6441
3879.1321
3912.5748
3945.7106
3979.7630
4014.6498
4048.6105
4081.6149
4106.4817
4136.8940
4169.7629
4203.2202
4236.0710
4268.4915
4302.6103
4335.0038
4369.0041
4402.0278
4435.0106
4469.3788
4503.0433
4538.0198
4571.1292
4604.4413
4638.2920
4672.0441
4706.9247
4741.5782
4774.3497
4806.6688
4840.9013
4875.0496
4908.3938
4941.0733
4974.3942
5006.8865
5042.4092
5075.7360
5109.1156
5141.7652
5176.2889
5211.0515
5244.2147
5278.2481
5311.8291
5344.9901
5377.1926
5411.7869
5445.3141
5477.9354
5510.1942
5544.0295
5576.9711
5610.1134
5645.7254
5679.1869
5713.6111
5746.1649
5778.5095
5812.6331
5846.6417
5878.7217
5912.6802
5945.2342
5979.7514
6012.7560
6045.1820
6079.6028
6111.9989
6144.8638
6177.2074
6213.1552
6246.7641
6280.3549
6313.9447
6346.6131
6381.4412
6415.5031
6449.6286
6482.5672
6515.4220
6549.3332
6581.8746
6614.3727
6648.5156
6680.5215
6715.1319
6747.8472
6782.3410
6816.7130
6850.1296
6883.2960
6916.7540
6949.1286
6984.1115
7016.6313
7051.2759
7085.3982
7119.2745
7153.2758
7187.1844
7222.2412
7255.2072
7289.1919
7322.1385
7356.0685
7389.8713
7423.1371
7456.1184
7489.8011
7522.1569
7557.3388
7590.0367
7624.7174
7660.0553
7693.8226
7726.9145
7760.2715
7794.4241
7828.5660
7863.9843
7897.9483
7932.2444
7965.7684
7998.9799
8033.3261
8068.3119
8102.6586
8135.3524
8168.3544
8202.1076
8235.1255
8269.4733
8302.8981
8335.6988
8369.1611
8402.5041
8435.0122
8468.2436
8503.2297
8537.0115
8568.8703
8601.5827
8635.9664
8669.9111
8704.0476
8738.5035
8770.6039
8804.1306
8837.0839
8870.7603
8904.8451
8936.8733
8970.5114
9004.1864
9036.6135
9071.4948
9105.0402
9139.2479
9174.1286
9209.7256
9243.8463
9277.7877
9311.8812
9344.7329
9378.1779
9412.3830
9446.0969
9479.7730
9515.1241
9551.1750
9585.2949
9619.6008
9653.7644
9686.6864
9720.1533
9755.2339
9788.7591
9823.0691
9857.2538
9892.6326
9926.1476
9959.6413
9993.0277
10029.4177
10063.2897
10097.3544
10131.2721
10165.2260
10198.9762
10232.7829
10266.9932
10301.5763
10335.1378
10370.1957
10405.4655
10440.1598
10475.3250
10510.9181
10545.7640
10579.8265
10614.3841
10647.5421
10682.4029
10716.4542
10752.0478
10785.5908
10819.7907
10854.1451
10887.6084
10921.3811
10956.3073
10990.4181
11024.9797
11058.9526
11092.4242
11126.3620
11160.4274
11193.0835
11226.5771
11260.7740
11295.2526
11329.8209
11363.3153
11398.9326
11432.9652
11466.7136
11498.8259
11533.5622
11568.5570
11601.3334
11636.2053
11670.8351
11703.6589
11738.5397
11772.4878
11805.4893
11839.9080
11874.8997
11908.4355
11942.1321
11977.5896
12013.0986
12047.2602
12081.4973
12116.2894
12151.0751
12186.3257
12220.8642
12254.2984
12289.2353
12322.4220
12357.4525
12392.0686
12426.6713
12461.7449
12494.0719
12528.3265
12563.1224
12596.8703
12632.7227
12666.3497
12699.8699
12735.2415
12770.7612
12804.4390
12837.3110
12870.0957
12904.2424
12938.9433
12971.8849
13006.8867
13039.9809
13075.1334
13107.5984
13142.4177
13177.0698
13211.9195
13246.5388
13280.1931
13315.0261
13349.4164
13383.2503
13417.6875
13451.4155
13484.3888
13520.0004
13553.4168
13588.0849
13620.0889
13654.3892
13689.0658
13722.7699
13756.7746
13790.1704
13826.4698
13862.0980
13897.7358
13932.7001
13966.0499
14001.9201
14036.0702
14070.7021
14105.8378
14139.9523
14174.1112
14208.3724
14243.0493
14278.4906
14313.4549
14348.9520
14382.8951
14415.9252
14450.2473
14483.4476
14517.4116
14551.4142
14583.7445
14618.5080
14654.2349
14689.3758
14723.7779
14757.6455
14790.9492
14824.3827
14857.5999
14891.9840
14926.4099
14960.2655
14994.4844
15029.7138
15063.5996
15096.1545
15130.2142
15164.4708
15197.7586
15232.3078
15266.7727
15301.8082
15335.3435
15369.1966
15402.7612
15435.3865
15467.6395
15501.8059
15534.4517
15567.7700
15600.2603
15634.8071
15667.3764
15702.3176
15736.4554
15771.1629
15804.4238
15838.1545
15871.5431
15905.9239
15941.8510
15976.1498
16009.7303
16041.5594
16076.3906
16110.8054
16145.1506
16179.4629
16214.2763
16248.0226
16280.8277
16314.0486
16348.9572
16382.3079
16417.7050
16452.1200
16484.2536
16518.4724
16552.8686
16586.6089
16619.6878
16653.0027
16686.5368
16721.0595
16756.1529
16789.1295
16823.2369
16857.9780
16894.4734
16930.3246
16963.5913
16999.2426
17033.7931
17067.4968
17101.2745
17136.7859
17170.1743
17203.8990
17238.0310
17271.8150
17304.1495
17339.8600
