reach_time,algo_time,percentage
2.2667,233.0603,0.0097
8.4454,479.5854,0.0176
15.3817,728.6589,0.0211
26.4594,984.1977,0.0269
50.2004,1253.8198,0.0400
84.6498,1535.2873,0.0551
130.0384,1826.5950,0.0712
192.2382,2133.3392,0.0901
265.7597,2451.6533,0.1084
356.0983,2787.8689,0.1277
468.5393,3148.1260,0.1488
608.7100,3538.6716,0.1720
775.1345,3955.0888,0.1960
966.6507,4398.3377,0.2198
1188.0667,4873.8821,0.2438
1452.0931,5389.3740,0.2694
1736.3174,5924.7572,0.2931
2070.8212,6512.7942,0.3180
2440.4256,7135.8134,0.3420
2840.0340,7787.7978,0.3647
3285.8460,8489.1056,0.3871
3755.9168,9210.6002,0.4078
4249.7801,9958.6615,0.4267
4770.0633,10732.5336,0.4444
5326.9189,11541.2878,0.4616
5918.8119,12385.0392,0.4779
6542.3841,13259.0976,0.4934
7197.9433,14168.2575,0.5080
7893.1374,15116.3395,0.5222
8620.4176,16099.7863,0.5354
9380.2132,17111.2627,0.5482
10184.0934,18166.1656,0.5606
10992.1233,19227.5274,0.5717
11815.4216,20307.4440,0.5818
12679.0558,21425.3645,0.5918
13552.4201,22553.0022,0.6009
14453.0546,23705.2525,0.6097
15365.5865,24872.7379,0.6178
16317.6665,26075.0635,0.6258
17281.0809,27294.5484,0.6331
18267.7157,28534.7426,0.6402
19260.6776,29787.1014,0.6466
20280.9353,31063.6684,0.6529
21310.3430,32345.8414,0.6588
22363.8409,33654.1862,0.6645
23426.3656,34975.7449,0.6698
24505.1567,36311.0342,0.6749
25599.1464,37661.4581,0.6797
26720.9129,39039.2268,0.6845
27858.5822,40435.9183,0.6890
29019.3829,41855.6062,0.6933
30224.7477,43320.1510,0.6977
31465.2579,44820.6418,0.7020
32727.4976,46337.2215,0.7063
34014.1812,47880.7951,0.7104
35324.6811,49445.0783,0.7144
36679.2905,51054.4810,0.7184
38054.8141,52682.8708,0.7223
39457.6741,54337.3742,0.7262
40892.5347,56031.2895,0.7298
42345.0448,57737.4406,0.7334
43810.3177,59458.7694,0.7368
45304.6725,61207.9857,0.7402
46840.4325,62999.3629,0.7435
48396.9777,64811.1670,0.7467
49972.0942,66647.8073,0.7498
51574.6149,68506.9731,0.7528
53180.9830,70370.4113,0.7557
54805.9006,72252.6891,0.7585
56462.3518,74166.1184,0.7613
58137.6662,76095.6652,0.7640
59859.4359,78072.5157,0.7667
61593.1247,80062.0472,0.7693
63355.3899,82081.1577,0.7719
65132.2760,84114.4022,0.7743
66949.1712,86188.7867,0.7768
68797.9269,88293.3100,0.7792
70694.9729,90448.4806,0.7816
72606.5533,92613.1582,0.7840
74556.8653,94820.7077,0.7863
76541.8435,97060.2254,0.7886
78570.3998,99343.2913,0.7909
80649.9540,101677.4336,0.7932
82757.0518,104036.9966,0.7955
84889.6279,106427.7057,0.7976
87033.8646,108828.0084,0.7997
89222.9000,111271.4029,0.8018
91442.0974,113746.6676,0.8039
93703.1079,116259.9001,0.8060
95958.8411,118774.6957,0.8079
98240.7923,121313.1386,0.8098
100546.2471,123873.3221,0.8117
102858.9672,126445.6918,0.8135
105189.6372,129029.8554,0.8152
107529.7874,131623.4281,0.8170
109884.9697,134233.1325,0.8186
112253.3737,136854.9430,0.8202
114656.0682,139512.1665,0.8218
117089.2791,142200.8207,0.8234
119522.4900,142200.9553,0.8405
