reach_time,algo_time,percentage
0.0001,161.8612,0.0000
0.0001,168.8337,0.0000
0.0002,168.9365,0.0000
0.0002,169.0222,0.0000
0.0002,169.1080,0.0000
0.0002,176.4252,0.0000
0.0002,176.7072,0.0000
0.0002,183.7493,0.0000
0.0003,183.8931,0.0000
0.0003,184.0699,0.0000
0.0003,191.5211,0.0000
0.0003,191.6471,0.0000
0.0003,191.7368,0.0000
0.0004,201.8337,0.0000
0.0004,202.2309,0.0000
0.0004,208.9552,0.0000
0.0004,209.0490,0.0000
0.0004,216.4418,0.0000
0.0005,216.5394,0.0000
0.0005,216.6311,0.0000
0.0005,224.3054,0.0000
0.0005,224.3988,0.0000
0.0005,232.1070,0.0000
0.0005,232.2375,0.0000
0.0006,232.3859,0.0000
0.0006,232.5457,0.0000
0.0006,241.5985,0.0000
0.0006,241.7011,0.0000
0.0006,249.8576,0.0000
0.0007,249.9581,0.0000
0.0007,257.4343,0.0000
0.0007,257.5502,0.0000
0.0007,265.5546,0.0000
0.0007,265.7532,0.0000
0.0008,265.8498,0.0000
0.0008,273.8125,0.0000
0.0008,283.6870,0.0000
0.0008,283.7890,0.0000
0.0008,283.9211,0.0000
0.0008,291.7237,0.0000
0.0009,291.8216,0.0000
0.0009,291.9261,0.0000
0.0009,292.0288,0.0000
0.0009,299.8594,0.0000
0.0009,307.0780,0.0000
0.0010,307.1950,0.0000
0.0010,314.2510,0.0000
0.0010,314.3638,0.0000
0.0010,314.4621,0.0000
0.0010,314.5612,0.0000
0.0011,324.8552,0.0000
0.0011,333.0302,0.0000
0.0011,333.1362,0.0000
0.0011,340.9905,0.0000
0.0011,341.2292,0.0000
0.0011,348.5917,0.0000
0.0012,348.9090,0.0000
0.0012,355.6999,0.0000
0.0012,355.8171,0.0000
0.0012,355.9223,0.0000
0.0012,366.2210,0.0000
0.0013,373.6844,0.0000
0.0013,373.7934,0.0000
0.0013,373.9031,0.0000
0.0013,382.0162,0.0000
0.0013,382.1263,0.0000
0.0013,389.4602,0.0000
0.0014,397.1773,0.0000
0.0014,408.2593,0.0000
0.0014,408.3705,0.0000
0.0014,416.6047,0.0000
0.0014,416.7162,0.0000
0.0014,416.9466,0.0000
0.0015,423.8881,0.0000
0.0015,424.0099,0.0000
0.0015,431.6211,0.0000
0.0015,431.7457,0.0000
0.0015,431.9785,0.0000
0.0016,450.8854,0.0000
0.0016,451.2930,0.0000
0.0016,451.4406,0.0000
0.0016,458.6588,0.0000
0.0016,458.8050,0.0000
0.0017,466.1263,0.0000
0.0017,473.7618,0.0000
0.0017,473.8844,0.0000
0.0017,474.0034,0.0000
0.0017,474.1239,0.0000
0.0017,481.4842,0.0000
0.0018,481.6067,0.0000
0.0018,481.8994,0.0000
0.0018,492.0837,0.0000
0.0018,492.3475,0.0000
0.0018,499.8952,0.0000
0.0019,507.9432,0.0000
0.0019,508.3110,0.0000
0.0019,515.9468,0.0000
0.0019,516.0815,0.0000
0.0019,516.2105,0.0000
0.0020,523.6533,0.0000
0.0020,523.9189,0.0000
0.0020,524.0451,0.0000
0.0020,533.6595,0.0000
0.0020,533.7961,0.0000
0.0020,534.0413,0.0000
0.0021,541.4421,0.0000
0.0021,541.6124,0.0000
0.0021,550.1176,0.0000
0.0021,550.3690,0.0000
0.0021,558.4271,0.0000
0.0022,558.6859,0.0000
0.0022,566.6343,0.0000
0.0022,576.1781,0.0000
0.0022,576.4397,0.0000
0.0022,583.8754,0.0000
0.0022,584.0123,0.0000
0.0023,584.3979,0.0000
0.0023,592.4220,0.0000
0.0023,592.7346,0.0000
0.0023,600.5850,0.0000
0.0023,608.2117,0.0000
0.0024,608.4758,0.0000
0.0024,618.7179,0.0000
0.0024,619.0063,0.0000
0.0024,619.1430,0.0000
0.0024,627.0571,0.0000
0.0025,634.4513,0.0000
0.0025,634.7780,0.0000
0.0025,634.9335,0.0000
0.0025,642.7760,0.0000
0.0025,651.4591,0.0000
0.0025,662.1598,0.0000
0.0026,662.3084,0.0000
0.0026,662.9633,0.0000
0.0026,670.5108,0.0000
0.0026,670.6777,0.0000
0.0026,670.9687,0.0000
0.0027,678.5255,0.0000
0.0027,678.6628,0.0000
0.0027,686.3643,0.0000
0.0027,686.5121,0.0000
0.0027,686.9778,0.0000
0.0028,695.0581,0.0000
0.0028,705.1206,0.0000
0.0028,705.4098,0.0000
0.0028,713.6182,0.0000
0.0028,721.0688,0.0000
0.0029,721.2129,0.0000
0.0029,729.5258,0.0000
0.0029,729.7968,0.0000
0.0029,737.5594,0.0000
0.0029,737.8960,0.0000
0.0030,738.0532,0.0000
0.0030,748.5273,0.0000
0.0030,748.9737,0.0000
0.0030,756.3398,0.0000
0.0030,764.4667,0.0000
0.0031,764.6218,0.0000
0.0031,764.7742,0.0000
0.0031,764.9236,0.0000
0.0031,772.1618,0.0000
0.0031,780.0327,0.0000
0.0032,790.6413,0.0000
0.0032,790.9465,0.0000
0.0032,791.1031,0.0000
0.0032,799.0889,0.0000
0.0032,799.5233,0.0000
0.0032,807.2730,0.0000
0.0033,807.5831,0.0000
0.0033,815.3955,0.0000
0.0033,815.7688,0.0000
0.0033,815.9621,0.0000
0.0033,824.3361,0.0000
0.0034,834.3183,0.0000
0.0034,834.4787,0.0000
0.0034,834.6387,0.0000
0.0034,834.7950,0.0000
0.0034,842.5550,0.0000
0.0034,851.2918,0.0000
0.0035,851.6047,0.0000
0.0035,851.7630,0.0000
0.0035,859.5171,0.0000
0.0035,859.6779,0.0000
0.0035,867.0698,0.0000
0.0036,867.3923,0.0000
0.0036,885.5283,0.0000
0.0036,885.7158,0.0000
0.0036,894.0484,0.0000
0.0036,894.2084,0.0000
0.0036,894.3698,0.0000
0.0037,901.8739,0.0000
0.0037,902.0535,0.0000
0.0037,910.1728,0.0000
0.0037,910.3369,0.0000
0.0037,921.6277,0.0000
0.0038,921.9667,0.0000
0.0038,929.4367,0.0000
0.0038,929.6006,0.0000
0.0038,929.7698,0.0000
0.0038,937.4415,0.0000
0.0038,937.6070,0.0000
0.0039,945.6446,0.0000
0.0039,954.2212,0.0000
0.0039,965.2555,0.0000
0.0039,973.0214,0.0000
0.0039,980.7198,0.0000
0.0040,980.8882,0.0000
0.0040,1007.1531,0.0000
0.0040,1007.3346,0.0000
0.0040,1007.4725,0.0000
0.0040,1007.6107,0.0000
0.0040,1007.7433,0.0000
0.0041,1007.8797,0.0000
0.0041,1016.0162,0.0000
0.0041,1016.2106,0.0000
0.0041,1016.7582,0.0000
0.0041,1024.8465,0.0000
0.0042,1025.0216,0.0000
0.0042,1033.3853,0.0000
0.0042,1041.2079,0.0000
0.0042,1052.1260,0.0000
0.0042,1052.3029,0.0000
0.0042,1052.4798,0.0000
0.0043,1052.6183,0.0000
0.0043,1061.0927,0.0000
0.0043,1068.7533,0.0000
0.0043,1068.9434,0.0000
0.0043,1069.1228,0.0000
0.0044,1069.3012,0.0000
0.0044,1084.4747,0.0000
0.0044,1084.6516,0.0000
0.0044,1085.0105,0.0000
0.0044,1103.2784,0.0000
0.0044,1103.8812,0.0000
0.0045,1104.4014,0.0000
0.0045,1104.5427,0.0000
0.0045,1104.6855,0.0000
0.0045,1112.5311,0.0000
0.0045,1112.7168,0.0000
0.0046,1113.3842,0.0000
0.0046,1120.3161,0.0000
0.0046,1128.2329,0.0000
0.0046,1128.4243,0.0000
0.0046,1139.7691,0.0000
0.0047,1139.9569,0.0000
0.0047,1140.1464,0.0000
0.0047,1148.1871,0.0000
0.0047,1148.7526,0.0000
0.0047,1163.8237,0.0000
0.0047,1164.3904,0.0000
0.0048,1172.3419,0.0000
0.0048,1183.0777,0.0000
0.0048,1183.3701,0.0000
0.0048,1183.5250,0.0000
0.0048,1191.4275,0.0000
0.0049,1199.9339,0.0000
0.0049,1200.3480,0.0000
0.0049,1200.5391,0.0000
0.0049,1208.3846,0.0000
0.0049,1208.5749,0.0000
0.0049,1208.9817,0.0000
0.0050,1209.1648,0.0000
0.0050,1217.0255,0.0000
0.0050,1228.0833,0.0000
0.0050,1228.2745,0.0000
0.0050,1228.6613,0.0000
0.0051,1236.6527,0.0000
0.0051,1236.8497,0.0000
0.0051,1237.0457,0.0000
0.0051,1244.8579,0.0000
0.0051,1245.0550,0.0000
0.0051,1245.4459,0.0000
0.0052,1253.1121,0.0000
0.0052,1253.3080,0.0000
0.0052,1253.5565,0.0000
0.0052,1254.0435,0.0000
0.0052,1254.1937,0.0000
0.0053,1260.9886,0.0000
0.0053,1261.3821,0.0000
0.0053,1271.9014,0.0000
0.0053,1272.0554,0.0000
0.0053,1280.2416,0.0000
0.0053,1280.4372,0.0000
0.0054,1280.8256,0.0000
0.0054,1289.1022,0.0000
0.0054,1289.8155,0.0000
0.0054,1297.2380,0.0000
0.0054,1297.8742,0.0000
0.0055,1298.1294,0.0000
0.0055,1305.7622,0.0000
0.0055,1305.9167,0.0000
0.0055,1306.0740,0.0000
0.0055,1306.2313,0.0000
0.0056,1306.3933,0.0000
0.0056,1316.4781,0.0000
0.0056,1316.6348,0.0000
0.0056,1325.5415,0.0000
0.0056,1333.2249,0.0000
0.0057,1341.0844,0.0000
0.0057,1341.4423,0.0000
0.0057,1341.7567,0.0000
0.0057,1342.2780,0.0000
0.0057,1350.5162,0.0000
0.0057,1350.7275,0.0000
0.0058,1361.1029,0.0000
0.0058,1361.5445,0.0000
0.0058,1361.8571,0.0000
0.0058,1362.0222,0.0000
0.0058,1369.7955,0.0000
0.0059,1370.1621,0.0000
0.0059,1370.3688,0.0000
0.0059,1371.0040,0.0000
0.0059,1378.3369,0.0000
0.0059,1378.5441,0.0000
0.0060,1378.7025,0.0000
0.0060,1378.8666,0.0000
0.0060,1387.4854,0.0000
0.0060,1388.1728,0.0000
0.0060,1396.4120,0.0000
0.0061,1396.8009,0.0000
0.0061,1397.0202,0.0000
0.0061,1397.1900,0.0000
0.0061,1397.3535,0.0000
0.0061,1397.5144,0.0000
0.0061,1407.5166,0.0000
0.0062,1415.2405,0.0000
0.0062,1415.6310,0.0000
0.0062,1416.2285,0.0000
0.0062,1416.3910,0.0000
0.0062,1424.3453,0.0000
0.0062,1433.3507,0.0000
0.0063,1441.1440,0.0000
0.0063,1441.3923,0.0000
0.0063,1452.1662,0.0000
0.0063,1452.5828,0.0000
0.0063,1452.7981,0.0000
0.0064,1460.5113,0.0000
0.0064,1460.9524,0.0000
0.0064,1469.7735,0.0000
0.0064,1477.1169,0.0000
0.0064,1477.3391,0.0000
0.0064,1477.5545,0.0000
0.0065,1477.7205,0.0000
0.0065,1477.8885,0.0000
0.0065,1478.0613,0.0000
0.0065,1485.5768,0.0000
0.0065,1486.0097,0.0000
0.0066,1486.3516,0.0000
0.0066,1496.5533,0.0000
0.0066,1496.7764,0.0000
0.0066,1512.8246,0.0000
0.0066,1521.0061,0.0000
0.0066,1521.2239,0.0000
0.0067,1521.4679,0.0000
0.0067,1521.8411,0.0000
0.0067,1530.2872,0.0000
0.0067,1531.0122,0.0000
0.0067,1541.7815,0.0000
0.0068,1542.7121,0.0000
0.0068,1550.5950,0.0000
0.0068,1551.5328,0.0000
0.0068,1559.1413,0.0000
0.0068,1559.3576,0.0000
0.0069,1567.3144,0.0000
0.0069,1567.5361,0.0000
0.0069,1567.7562,0.0000
0.0069,1575.9124,0.0000
0.0069,1576.1575,0.0000
0.0069,1585.4496,0.0000
0.0070,1585.6691,0.0000
0.0070,1585.8971,0.0000
0.0070,1586.1155,0.0000
0.0070,1595.1246,0.0000
0.0070,1604.0333,0.0000
0.0070,1613.1926,0.0000
0.0071,1613.4249,0.0000
0.0071,1613.6046,0.0000
0.0071,1613.8280,0.0000
0.0071,1614.0506,0.0000
0.0071,1614.2865,0.0000
0.0072,1614.5325,0.0000
0.0072,1614.7629,0.0000
0.0072,1621.9515,0.0000
