reach_time,algo_time,percentage
2.4969,316.2852,0.0079
8.8059,639.7645,0.0138
21.2566,978.3148,0.0217
35.0723,1316.1012,0.0266
54.4752,1660.8547,0.0328
83.3573,2014.5602,0.0414
112.9200,2369.8701,0.0476
146.4259,2727.3220,0.0537
181.5123,3093.6427,0.0587
218.7454,3459.8703,0.0632
257.2689,3826.9849,0.0672
298.4316,4194.3596,0.0712
341.9077,4563.3197,0.0749
385.2511,4935.6092,0.0781
436.0273,5310.3007,0.0821
487.5871,5678.8336,0.0859
539.8947,6056.6105,0.0891
591.3563,6427.7573,0.0920
645.0672,6795.3954,0.0949
702.0333,7171.4340,0.0979
762.3565,7553.2277,0.1009
823.1111,7925.7751,0.1039
883.8888,8306.1900,0.1064
944.5147,8685.8884,0.1087
1008.0336,9070.2468,0.1111
1072.2148,9456.9909,0.1134
1137.2361,9846.2283,0.1155
1201.0083,10231.0842,0.1174
1266.3955,10614.3461,0.1193
1331.7846,11001.3179,0.1211
1397.3250,11384.6279,0.1227
1464.1271,11767.8428,0.1244
1534.3941,12159.5037,0.1262
1602.7077,12546.0494,0.1277
1672.4128,12934.7518,0.1293
1743.2913,13324.2190,0.1308
1812.5738,13713.4912,0.1322
1883.8851,14109.2424,0.1335
1957.8713,14508.6880,0.1349
2032.3224,14905.0708,0.1364
2103.9966,15300.0204,0.1375
2177.7012,15696.6725,0.1387
2250.7584,16093.9328,0.1399
2324.7309,16484.6623,0.1410
2404.1522,16913.9588,0.1421
2481.2841,17335.8221,0.1431
2558.6112,17753.5818,0.1441
2634.6692,18164.5748,0.1450
2708.6870,18569.4149,0.1459
2784.7304,18986.0405,0.1467
2862.2520,19400.3531,0.1475
2937.3704,19806.3503,0.1483
3015.5777,20216.9031,0.1492
3089.2353,20620.9656,0.1498
3165.4842,21030.7695,0.1505
3243.5699,21436.1625,0.1513
3319.5675,21843.1783,0.1520
3395.9670,22250.4134,0.1526
3476.0353,22662.0093,0.1534
3553.7684,23070.5117,0.1540
3630.9912,23477.5943,0.1547
3709.7720,23877.9699,0.1554
3784.8744,24273.2239,0.1559
3861.3450,24673.7957,0.1565
3937.0241,25068.6572,0.1570
4014.2902,25471.0314,0.1576
4090.6669,25867.6674,0.1581
4166.6406,26269.6024,0.1586
4245.2147,26671.1801,0.1592
4322.5940,27075.0447,0.1597
4399.3196,27475.4928,0.1601
4474.8515,27870.9376,0.1606
4553.3755,28272.0840,0.1611
4633.3701,28674.9617,0.1616
4709.5617,29072.6884,0.1620
4787.9460,29473.5251,0.1624
4865.1970,29875.7656,0.1628
4942.0805,30275.9181,0.1632
5021.5163,30677.2122,0.1637
5098.5027,31079.7724,0.1640
5177.5090,31482.7009,0.1645
5257.5428,31892.8330,0.1649
5335.3711,32303.3486,0.1652
5414.3811,32708.0681,0.1655
5492.9838,33108.5321,0.1659
5570.8627,33511.7181,0.1662
5648.7956,33911.6081,0.1666
5727.0300,34310.4493,0.1669
5806.9848,34716.2236,0.1673
5886.0624,35119.6499,0.1676
5964.4467,35517.9697,0.1679
6042.1390,35919.9408,0.1682
6119.6452,36319.5303,0.1685
6200.7527,36727.3396,0.1688
6279.7227,37130.8496,0.1691
6357.3496,37529.4109,0.1694
6435.1373,37929.2451,0.1697
6514.8961,38337.1248,0.1699
6595.5480,38744.5843,0.1702
6676.1999,38745.1001,0.1723
