reach_time,algo_time,percentage
1.8374,341.6197,0.0054
3.7752,696.7748,0.0054
10.0702,1056.8100,0.0095
22.7734,1427.0568,0.0160
39.1782,1805.8233,0.0217
56.2933,2181.4458,0.0258
80.4961,2563.3877,0.0314
111.8839,2952.0995,0.0379
146.6817,3341.8221,0.0439
181.6929,3731.2074,0.0487
218.2408,4127.7871,0.0529
260.2004,4529.9312,0.0574
303.8426,4930.8162,0.0616
348.8218,5335.2603,0.0654
395.2543,5741.4364,0.0688
441.7848,6147.4749,0.0719
489.0844,6548.9897,0.0747
539.2354,6955.7507,0.0775
591.7024,7363.6996,0.0804
645.7307,7779.2257,0.0830
700.7518,8190.3449,0.0856
755.5580,8598.3805,0.0879
811.3412,9011.6113,0.0900
868.3434,9419.8637,0.0922
925.3691,9827.7139,0.0942
988.7243,10250.6808,0.0965
1052.4470,10664.7772,0.0987
1117.6704,11083.0395,0.1008
1183.6314,11502.4835,0.1029
1250.5989,11922.0896,0.1049
1318.8518,12343.8774,0.1068
1386.0061,12761.6592,0.1086
1456.0855,13185.0786,0.1104
1527.8921,13605.6113,0.1123
1597.2239,14030.1033,0.1138
1666.7813,14450.8091,0.1153
1736.6280,14871.7609,0.1168
1806.7777,15294.4816,0.1181
1848.6248,15603.8402,0.1185
1890.2929,15888.4553,0.1190
1932.7602,16175.8870,0.1195
1974.6725,16464.2915,0.1199
2017.3262,16752.1690,0.1204
2060.7844,17042.6075,0.1209
2103.7202,17332.7049,0.1214
2147.2231,17623.8101,0.1218
2191.4012,17913.8488,0.1223
2236.1165,18205.7946,0.1228
2281.1954,18498.6063,0.1233
2327.0891,18794.3414,0.1238
2373.2799,19088.2747,0.1243
2419.4436,19382.7905,0.1248
2465.6625,19678.5431,0.1253
2512.5519,19971.1590,0.1258
2558.9130,20264.7833,0.1263
2606.1637,20559.8135,0.1268
2687.6462,20896.5508,0.1286
2768.0968,21329.1491,0.1298
2847.9449,21761.3505,0.1309
2929.1190,22194.0576,0.1320
3008.8442,22628.8446,0.1330
3092.5861,23066.3893,0.1341
3174.1356,23496.6439,0.1351
3256.9363,23928.0607,0.1361
3338.4539,24364.7619,0.1370
3415.4618,24788.8348,0.1378
3498.3907,25208.7379,0.1388
3583.4948,25623.0978,0.1399
3667.2201,26044.7565,0.1408
3745.8331,26472.3440,0.1415
3826.7082,26878.9476,0.1424
3910.3867,27305.9705,0.1432
3990.8265,27724.0830,0.1439
4073.4699,28136.0904,0.1448
4154.7138,28561.5777,0.1455
4237.9680,28968.6214,0.1463
4320.0931,29391.8162,0.1470
4403.9264,29799.8794,0.1478
4488.3830,30223.7157,0.1485
4571.9163,30632.8835,0.1492
4655.6190,31043.0658,0.1500
4739.3155,31466.5658,0.1506
4823.1323,31871.6414,0.1513
4905.6330,32296.6175,0.1519
4988.7262,32698.6784,0.1526
5072.9695,33103.6051,0.1532
5156.6920,33535.5149,0.1538
5240.5113,33937.3554,0.1544
5323.3217,34338.8763,0.1550
5407.2370,34760.7974,0.1556
5491.7149,35161.9167,0.1562
5576.3344,35567.5260,0.1568
5660.7002,35993.8332,0.1573
5744.6572,36395.7695,0.1578
5828.4066,36797.6413,0.1584
5912.7531,37226.0438,0.1588
5997.3243,37629.8206,0.1594
6081.9678,38035.4811,0.1599
6160.1265,38464.0982,0.1602
6238.2852,38463.5055,0.1622
