reach_time,algo_time,percentage
0.0001,163.8633,0.0000
0.0001,170.8310,0.0000
0.0001,171.0058,0.0000
0.0002,178.1484,0.0000
0.0002,178.2494,0.0000
0.0002,178.3391,0.0000
0.0002,185.9580,0.0000
0.0002,186.1372,0.0000
0.0003,186.5134,0.0000
0.0003,195.8558,0.0000
0.0003,196.1588,0.0000
0.0003,203.6152,0.0000
0.0004,203.7250,0.0000
0.0004,203.8449,0.0000
0.0004,211.4199,0.0000
0.0004,211.5224,0.0000
0.0004,219.2188,0.0000
0.0005,227.2234,0.0000
0.0005,227.3386,0.0000
0.0005,227.5567,0.0000
0.0005,236.3190,0.0000
0.0005,236.4633,0.0000
0.0006,236.5571,0.0000
0.0006,236.6495,0.0000
0.0006,244.0684,0.0000
0.0006,250.7105,0.0000
0.0006,250.8185,0.0000
0.0006,251.0173,0.0000
0.0007,258.2150,0.0000
0.0007,265.6288,0.0000
0.0007,265.8441,0.0000
0.0007,275.0479,0.0000
0.0007,275.1785,0.0000
0.0008,275.2830,0.0000
0.0008,275.3826,0.0000
0.0008,282.7021,0.0000
0.0008,290.7958,0.0000
0.0008,290.9109,0.0000
0.0009,298.6292,0.0000
0.0009,298.7328,0.0000
0.0009,315.6677,0.0000
0.0009,315.8048,0.0000
0.0009,323.8242,0.0000
0.0010,331.3508,0.0000
0.0010,331.4591,0.0000
0.0010,339.4310,0.0000
0.0010,339.6463,0.0000
0.0010,339.7541,0.0000
0.0010,345.1113,0.0000
0.0011,353.9680,0.0000
0.0011,354.2081,0.0000
0.0011,354.3160,0.0000
0.0011,361.2024,0.0000
0.0011,361.3183,0.0000
0.0012,368.2119,0.0000
0.0012,368.3294,0.0000
0.0012,368.4415,0.0000
0.0012,375.2726,0.0000
0.0012,375.4945,0.0000
0.0012,382.1509,0.0000
0.0013,382.2638,0.0000
0.0013,382.3776,0.0000
0.0013,391.0464,0.0000
0.0013,397.5958,0.0000
0.0013,397.7224,0.0000
0.0014,397.8375,0.0000
0.0014,404.0740,0.0000
0.0014,404.3193,0.0000
0.0014,404.4418,0.0000
0.0014,411.1792,0.0000
0.0015,411.3375,0.0000
0.0015,411.4571,0.0000
0.0015,418.0962,0.0000
0.0015,418.3289,0.0000
0.0015,428.0421,0.0000
0.0015,428.1635,0.0000
0.0016,428.2826,0.0000
0.0016,435.3358,0.0000
0.0016,442.6430,0.0000
0.0016,442.8324,0.0000
0.0016,442.9557,0.0000
0.0017,450.1107,0.0000
0.0017,450.2332,0.0000
0.0017,450.3538,0.0000
0.0017,450.4739,0.0000
0.0017,457.8967,0.0000
0.0017,468.2624,0.0000
0.0018,468.5116,0.0000
0.0018,468.6359,0.0000
0.0018,475.9567,0.0000
0.0018,476.1075,0.0000
0.0018,483.3161,0.0000
0.0019,483.8742,0.0000
0.0019,490.8430,0.0000
0.0019,491.0964,0.0000
0.0019,498.4887,0.0000
0.0019,498.7320,0.0000
0.0020,499.1270,0.0000
0.0020,508.1145,0.0000
0.0020,516.8435,0.0000
0.0020,517.1070,0.0000
0.0021,524.7993,0.0000
0.0021,532.5658,0.0000
0.0021,532.9687,0.0000
0.0021,540.3283,0.0000
0.0021,540.7347,0.0000
0.0021,549.8415,0.0000
0.0022,550.0031,0.0000
0.0022,557.8012,0.0000
0.0022,557.9339,0.0000
0.0022,566.0593,0.0000
0.0022,566.1945,0.0000
0.0023,573.9880,0.0000
0.0023,574.6673,0.0000
0.0023,581.9349,0.0000
0.0023,582.0756,0.0000
0.0023,582.3521,0.0000
0.0023,591.9686,0.0000
0.0024,592.2478,0.0000
0.0024,600.1201,0.0000
0.0024,608.9898,0.0000
0.0024,616.6193,0.0000
0.0024,616.7572,0.0000
0.0025,616.8960,0.0000
0.0025,617.0344,0.0000
0.0025,624.3350,0.0000
0.0025,624.4730,0.0000
0.0025,624.9161,0.0000
0.0026,634.4067,0.0000
0.0026,634.5510,0.0000
0.0026,642.3184,0.0000
0.0026,642.5830,0.0000
0.0026,650.1798,0.0000
0.0027,658.5169,0.0000
0.0027,658.6595,0.0000
0.0027,666.2031,0.0000
0.0027,675.3629,0.0000
0.0027,675.6575,0.0000
0.0028,675.8007,0.0000
0.0028,683.3354,0.0000
0.0028,683.4829,0.0000
0.0028,691.7829,0.0000
0.0028,692.0773,0.0000
0.0028,699.3632,0.0000
0.0029,699.5123,0.0000
0.0029,707.5344,0.0000
0.0029,707.6883,0.0000
0.0029,707.8373,0.0000
0.0029,716.8504,0.0000
0.0030,717.1612,0.0000
0.0030,724.9919,0.0000
0.0030,725.4057,0.0000
0.0030,732.7333,0.0000
0.0030,732.8870,0.0000
0.0031,733.0679,0.0000
0.0031,740.4554,0.0000
0.0031,748.7934,0.0000
0.0031,749.0965,0.0000
0.0031,749.2501,0.0000
0.0031,758.3867,0.0000
0.0032,758.5400,0.0000
0.0032,758.6933,0.0000
0.0032,765.9136,0.0000
0.0032,771.7821,0.0000
0.0032,772.1613,0.0000
0.0033,778.9095,0.0000
0.0033,779.0873,0.0000
0.0033,779.2496,0.0000
0.0033,786.3989,0.0000
0.0033,795.0521,0.0000
0.0034,802.4148,0.0000
0.0034,802.5762,0.0000
0.0034,803.0045,0.0000
0.0034,809.7945,0.0000
0.0034,809.9555,0.0000
0.0034,816.6957,0.0000
0.0035,816.8577,0.0000
0.0035,817.1817,0.0000
0.0035,832.4440,0.0000
0.0035,832.6108,0.0000
0.0035,832.8624,0.0000
0.0035,839.3949,0.0000
0.0036,839.5665,0.0000
0.0036,839.7311,0.0000
0.0036,839.8933,0.0000
0.0036,846.9035,0.0000
0.0036,854.3977,0.0000
0.0037,862.6606,0.0000
0.0037,862.8283,0.0000
0.0037,863.1602,0.0000
0.0037,872.4756,0.0000
0.0037,880.8334,0.0000
0.0038,881.0019,0.0000
0.0038,881.1760,0.0000
0.0038,888.4258,0.0000
0.0038,888.5958,0.0000
0.0038,889.0450,0.0000
0.0038,896.7179,0.0000
0.0039,904.8342,0.0000
0.0039,914.3462,0.0000
0.0039,914.5186,0.0000
